"","caseid"
"9517","      597 74  2"
"9518","      597 74  3"
"9519","      597 74 10"
"9520","      597 77  2"
"9521","      597 84  1"
"9522","      597 87  2"
"9523","      597 90  2"
"9524","      597 90  3"
"9525","      597 90  5"
"9526","      597 94  2"
"9527","      597 97  4"
"9528","      597100  2"
"9529","      597103  2"
"9530","      597107  3"
"9531","      599 14  1"
"9532","      599 14  3"
"9533","      599 26  2"
"9534","      599 26  3"
"9535","      599 31  2"
"9536","      599 35  2"
"9537","      599 35  3"
"9538","      599 43  1"
"9539","      599 52  2"
"9540","      599 56  2"
"9541","      599 56  3"
"9542","      599 60  2"
"9543","      599 64  2"
"9544","      599 68  2"
"9545","      599 68  5"
"9546","      599 68  6"
"9547","      599 68  9"
"9548","      599 73  3"
"9549","      600  5  4"
"9550","      600  5  5"
"9551","      600  8  1"
"9552","      600 12  2"
"9553","      600 15  3"
"9554","      600 18  2"
"9555","      600 22  4"
"9556","      600 25  4"
"9557","      600 28  1"
"9558","      600 32  2"
"9559","      600 35  2"
"9560","      600 38  3"
"9561","      600 42  2"
"9562","      600 42  4"
"9563","      600 45  2"
"9564","      600 48  2"
"9565","      600 52  2"
"9566","      600 55  2"
"9567","      600 58  2"
"9568","      600 62  3"
"9569","      600 65  2"
"9570","      600 68  2"
"9571","      600 68  4"
"9572","      600 68  5"
"9573","      600 75  2"
"9574","      600 78  2"
"9575","      600 81  3"
"9576","      600 88  2"
"9577","      600 91  4"
"9578","      600 95  2"
"9579","      600 98  2"
"9580","      600105  2"
"9581","      600108  2"
"9582","      600125  2"
"9583","      600125  4"
"9584","      600128  1"
"9585","      600131  3"
"9586","      601  3  2"
"9587","      601  3  5"
"9588","      601  7  2"
"9589","      601  7  3"
"9590","      601 11  2"
"9591","      601 15  2"
"9592","      601 20  3"
"9593","      601 24  4"
"9594","      601 24  5"
"9595","      601 24  9"
"9596","      601 28  2"
"9597","      601 32  1"
"9598","      601 36  2"
"9599","      601 40  2"
"9600","      601 45  2"
"9601","      601 45  3"
"9602","      601 45  7"
"9603","      601 49  3"
"9604","      601 49  6"
"9605","      601 53  5"
"9606","      601 53  6"
"9607","      601 61  2"
"9608","      601 65  3"
"9609","      601 65  5"
"9610","      601 74  2"
"9611","      601 74  4"
"9612","      601 74  6"
"9613","      601 78  2"
"9614","      601 78  3"
"9615","      601 82  3"
"9616","      601 86  2"
"9617","      601 90  2"
"9618","      604  2  2"
"9619","      604  5  4"
"9620","      604  7  3"
"9621","      604  7  5"
"9622","      604 10  2"
"9623","      604 10  3"
"9624","      604 16  2"
"9625","      604 16  5"
"9626","      604 18  2"
"9627","      604 21  2"
"9628","      604 24  4"
"9629","      604 24  6"
"9630","      604 24  7"
"9631","      604 26  3"
"9632","      604 26  4"
"9633","      604 29  2"
"9634","      604 32  2"
"9635","      604 34  2"
"9636","      604 40  2"
"9637","      604 48  5"
"9638","      604 51  2"
"9639","      604 53  1"
"9640","      604 53  2"
"9641","      604 53  5"
"9642","      604 56  2"
"9643","      604 59  1"
"9644","      604 61  2"
"9645","      604 64  3"
"9646","      604 67  3"
"9647","      604 67  5"
"9648","      604 69  4"
"9649","      604 69  6"
"9650","      605  2  3"
"9651","      605  2  4"
"9652","      605  6  2"
"9653","      605 10  1"
"9654","      605 19  3"
"9655","      605 41  1"
"9656","      605 46  2"
"9657","      605 55  2"
"9658","      605 59  2"
"9659","      605 64  2"
"9660","      605 81  2"
"9661","      605 86  2"
"9662","      605 90  2"
"9663","      605 95  1"
"9664","      605 99  2"
"9665","      605103  2"
"9666","      605112  3"
"9667","      605117  1"
"9668","      605121  3"
"9669","      605126  2"
"9670","      605130  2"
"9671","      605134  2"
"9672","      605139  2"
"9673","      605143  2"
"9674","      605165  2"
"9675","      605170  3"
"9676","      606 17  2"
"9677","      606 18  4"
"9678","      606 19  2"
"9679","      606 20  2"
"9680","      606 20  5"
"9681","      606 20  6"
"9682","      606 21  2"
"9683","      606 22  3"
"9684","      606 23  2"
"9685","      606 24  6"
"9686","      606 50  2"
"9687","      606 52  2"
"9688","      606 52  4"
"9689","      606 52  7"
"9690","      606 53  2"
"9691","      606 54  2"
"9692","      606 55  2"
"9693","      606 56  3"
"9694","      606 58  2"
"9695","      609  1  2"
"9696","      609  1  4"
"9697","      609  3  2"
"9698","      609  4  1"
"9699","      609  5  3"
"9700","      609  7  3"
"9701","      609  7  4"
"9702","      609 17  2"
"9703","      609 18  2"
"9704","      609 19  2"
"9705","      609 21  3"
"9706","      609 22  2"
"9707","      609 22  4"
"9708","      609 23  1"
"9709","      609 23  3"
"9710","      610  9  3"
"9711","      610 12  2"
"9712","      610 13  5"
"9713","      610 14  2"
"9714","      610 15  2"
"9715","      610 16  3"
"9716","      610 26  2"
"9717","      610 27  2"
"9718","      610 28  3"
"9719","      610 30  5"
"9720","      610 31  2"
"9721","      610 32  2"
"9722","      610 32  4"
"9723","      610 50  2"
"9724","      610 51  5"
"9725","      610 54  2"
"9726","      610 55  2"
"9727","      610 55  3"
"9728","      610 56  2"
"9729","      610 65  2"
"9730","      610 66  5"
"9731","      610 68  2"
"9732","      611  1  1"
"9733","      611  3  1"
"9734","      611  5  2"
"9735","      611  6  2"
"9736","      611  6  6"
"9737","      611  7  2"
"9738","      611  8  2"
"9739","      611 25  2"
"9740","      611 25  3"
"9741","      611 26  3"
"9742","      611 27  2"
"9743","      611 28  2"
"9744","      611 29  2"
"9745","      611 30  3"
"9746","      611 31  2"
"9747","      611 32  4"
"9748","      611 42  2"
"9749","      611 43  2"
"9750","      611 44  2"
"9751","      611 44  3"
"9752","      611 45  2"
"9753","      611 46  2"
"9754","      611 46  3"
"9755","      611 47  6"
"9756","      611 47 10"
"9757","      611 47 14"
"9758","      611 48  2"
"9759","      611 48  4"
"9760","      611 57  1"
"9761","      611 58  2"
"9762","      611 58  3"
"9763","      611 58  4"
"9764","      611 59  2"
"9765","      611 60  2"
"9766","      611 61  1"
"9767","      611 63  1"
"9768","      611 64  2"
"9769","      611 81  2"
"9770","      611 81  3"
"9771","      611 81  5"
"9772","      611 82  1"
"9773","      611 83  2"
"9774","      611 84  1"
"9775","      611 85  2"
"9776","      611 86  2"
"9777","      611 87  7"
"9778","      614  1  4"
"9779","      614  2  2"
"9780","      614  2  5"
"9781","      614  2  7"
"9782","      614  5  2"
"9783","      614  6  2"
"9784","      614  6  5"
"9785","      614  7  2"
"9786","      614  8  2"
"9787","      614  9  2"
"9788","      614 11  2"
"9789","      614 14  2"
"9790","      614 16  2"
"9791","      614 25  2"
"9792","      614 25  4"
"9793","      614 27  2"
"9794","      614 28  3"
"9795","      614 29  2"
"9796","      614 35  3"
"9797","      614 36  5"
"9798","      614 37  2"
"9799","      614 39  2"
"9800","      614 42  2"
"9801","      614 42  3"
"9802","      614 43  2"
"9803","      614 44  6"
"9804","      614 45  2"
"9805","      614 46  2"
"9806","      615  9  2"
"9807","      615 10  2"
"9808","      615 11  2"
"9809","      615 12  3"
"9810","      615 13  2"
"9811","      615 14  2"
"9812","      615 15  2"
"9813","      615 33  2"
"9814","      615 34  2"
"9815","      615 35  2"
"9816","      615 36  7"
"9817","      615 37  1"
"9818","      615 38  2"
"9819","      615 39  1"
"9820","      615 40  1"
"9821","      615 50  1"
"9822","      615 51  2"
"9823","      615 52  2"
"9824","      615 53  2"
"9825","      615 54  3"
"9826","      615 54  5"
"9827","      615 54  9"
"9828","      615 54 11"
"9829","      615 55  2"
"9830","      615 73  2"
"9831","      615 75  2"
"9832","      615 76  2"
"9833","      615 77  5"
"9834","      615 78  2"
"9835","      615 79  2"
"9836","      615 80  2"
"9837","      615 97  2"
"9838","      615 98  3"
"9839","      615 98  5"
"9840","      615 98  6"
"9841","      615 99  2"
"9842","      615100  2"
"9843","      615101  2"
"9844","      615103  3"
"9845","      615103  7"
"9846","      615103  8"
"9847","      615104  2"
"9848","      615104  3"
"9849","      616 11  2"
"9850","      616 12  5"
"9851","      616 12  9"
"9852","      616 13  2"
"9853","      616 14  2"
"9854","      616 14  3"
"9855","      616 15  2"
"9856","      616 16  2"
"9857","      616 25  1"
"9858","      616 25  2"
"9859","      616 25  5"
"9860","      616 26  4"
"9861","      616 27  2"
"9862","      616 29  2"
"9863","      616 31  2"
"9864","      616 49  3"
"9865","      616 49  4"
"9866","      616 50  2"
"9867","      616 54  2"
"9868","      616 65  2"
"9869","      616 65  4"
"9870","      616 66  2"
"9871","      616 66  3"
"9872","      616 67  2"
"9873","      616 68  3"
"9874","      616 69  2"
"9875","      616 70  2"
"9876","      616 71  2"
"9877","      616 72  2"
"9878","      616 89  2"
"9879","      616 90  2"
"9880","      616 91  2"
"9881","      616 91  8"
"9882","      616 93  2"
"9883","      616 96  1"
"9884","      617  9  1"
"9885","      617 10  2"
"9886","      617 12  3"
"9887","      617 13  4"
"9888","      617 14  1"
"9889","      617 14  3"
"9890","      617 15  2"
"9891","      617 15  3"
"9892","      617 33  2"
"9893","      617 34  2"
"9894","      617 35  2"
"9895","      617 35  9"
"9896","      617 36  2"
"9897","      617 37  2"
"9898","      617 39  2"
"9899","      617 40  2"
"9900","      617 58  2"
"9901","      617 58  3"
"9902","      617 59  4"
"9903","      617 60  1"
"9904","      617 63  2"
"9905","      617 64  3"
"9906","      617 81  3"
"9907","      617 82  2"
"9908","      617 82  3"
"9909","      617 84  2"
"9910","      617 85  2"
"9911","      617 86  2"
"9912","      617 87  2"
"9913","      617 98  2"
"9914","      617 99  2"
"9915","      617 99  3"
"9916","      617102  2"
"9917","      617103  2"
"9918","      617104  2"
"9919","      619  9  2"
"9920","      619 10  1"
"9921","      619 11  1"
"9922","      619 13  2"
"9923","      619 15  2"
"9924","      619 15  3"
"9925","      619 16  2"
"9926","      619 16  4"
"9927","      619 41  2"
"9928","      619 42  2"
"9929","      619 42  3"
"9930","      619 44  2"
"9931","      619 44  5"
"9932","      619 47  2"
"9933","      619 48  3"
"9934","      619 73  4"
"9935","      619 73  8"
"9936","      619 74  1"
"9937","      619 74  5"
"9938","      619 75  2"
"9939","      619 75  3"
"9940","      619 76  2"
"9941","      619 77  2"
"9942","      619 78  2"
"9943","      619 79  3"
"9944","      619 80  3"
"9945","      619106  2"
"9946","      619107  4"
"9947","      619107  6"
"9948","      619108  1"
"9949","      619109  2"
"9950","      619112  3"
"9951","      619112  5"
"9952","      619129  3"
"9953","      619129  8"
"9954","      619132  2"
"9955","      619134  2"
"9956","      619135  3"
"9957","      619135  4"
"9958","      619136  2"
"9959","      620  3  2"
"9960","      620  4  2"
"9961","      620  5  2"
"9962","      620  6  2"
"9963","      620  7  2"
"9964","      620  8  2"
"9965","      620 17  2"
"9966","      620 18  1"
"9967","      620 19  2"
"9968","      620 19  3"
"9969","      620 20  1"
"9970","      620 20  4"
"9971","      620 21  2"
"9972","      620 24  2"
"9973","      620 34  2"
"9974","      620 35  2"
"9975","      620 36  1"
"9976","      620 37  2"
"9977","      620 50  1"
"9978","      620 51  2"
"9979","      620 55  2"
"9980","      620 57  2"
"9981","      620 58  2"
"9982","      620 58  3"
"9983","      620 59  2"
"9984","      620 60  2"
"9985","      620 61  2"
"9986","      621  3  3"
"9987","      621  8  2"
"9988","      621  8  4"
"9989","      621 14  2"
"9990","      621 14  3"
"9991","      621 14  4"
"9992","      621 19  2"
"9993","      621 24  2"
"9994","      621 29  2"
"9995","      621 29  4"
"9996","      621 29  7"
"9997","      621 35  1"
"9998","      621 40  2"
"9999","      621 45  2"
"10000","      621 50  2"
"10001","      621 50  5"
"10002","      621 55  2"
"10003","      621 61  2"
"10004","      621 66  1"
"10005","      621 66  4"
"10006","      621 66  7"
"10007","      621 71  2"
"10008","      621 76  2"
"10009","      621 82  1"
"10010","      621 82  3"
"10011","      621 87  2"
"10012","      624  4  2"
"10013","      624 14  2"
"10014","      624 14  3"
"10015","      624 14  7"
"10016","      624 19  2"
"10017","      624 19  3"
"10018","      624 19  4"
"10019","      624 39  2"
"10020","      624 39  3"
"10021","      624 49  4"
"10022","      624 54  2"
"10023","      624 59  1"
"10024","      624 59  5"
"10025","      624 69  3"
"10026","      624 74  6"
"10027","      624 84  2"
"10028","      624 89  2"
"10029","      624 94  2"
"10030","      624 99  3"
"10031","      624104  2"
"10032","      624110  2"
"10033","      624110  3"
"10034","      624115  2"
"10035","      624125  2"
"10036","      624125  5"
"10037","      624125  6"
"10038","      624130  2"
"10039","      624130  4"
"10040","      624130  5"
"10041","      624135  2"
"10042","      624140  2"
"10043","      624140  3"
"10044","      624140  6"
"10045","      625  3  2"
"10046","      625  8  2"
"10047","      625 19  2"
"10048","      625 24  2"
"10049","      625 35  2"
"10050","      625 35  3"
"10051","      625 40  2"
"10052","      625 45  2"
"10053","      625 51  3"
"10054","      625 51  4"
"10055","      625 56  2"
"10056","      625 61  2"
"10057","      625 66  2"
"10058","      625 66  3"
"10059","      625 66  4"
"10060","      625 77  3"
"10061","      626  8  3"
"10062","      626 14  2"
"10063","      626 19  2"
"10064","      626 19  3"
"10065","      626 24  2"
"10066","      626 29  3"
"10067","      626 29  5"
"10068","      626 34  2"
"10069","      626 40  1"
"10070","      626 45  2"
"10071","      626 45  3"
"10072","      626 50  3"
"10073","      626 50  6"
"10074","      626 50  8"
"10075","      626 60  1"
"10076","      626 60  5"
"10077","      626 65  4"
"10078","      626 71  2"
"10079","      626 71  4"
"10080","      626 71  5"
"10081","      626 76  2"
"10082","      626 76  4"
"10083","      626 81  4"
"10084","      629  2  2"
"10085","      629  2  3"
"10086","      629  2  4"
"10087","      629 17  2"
"10088","      629 23  3"
"10089","      629 23  4"
"10090","      629 28  3"
"10091","      629 33  2"
"10092","      629 33  3"
"10093","      629 38  2"
"10094","      629 38  4"
"10095","      629 44  1"
"10096","      629 44  2"
"10097","      629 49  1"
"10098","      629 65  4"
"10099","      629 70  2"
"10100","      629 75  4"
"10101","      629 81  1"
"10102","      629 86  2"
"10103","      629 86  4"
"10104","      629 86  5"
"10105","      629 91  3"
"10106","      629 91  4"
"10107","      629 91  6"
"10108","      629 96  2"
"10109","      629102  3"
"10110","      629102  4"
"10111","      629102  8"
"10112","      629107  2"
"10113","      630  6  2"
"10114","      630 22  2"
"10115","      630 28  3"
"10116","      630 38  2"
"10117","      630 38  4"
"10118","      630 44  3"
"10119","      630 49  2"
"10120","      630 59  4"
"10121","      630 65  1"
"10122","      630 70  2"
"10123","      630 70  6"
"10124","      630 81  2"
"10125","      630 81  3"
"10126","      631  1  4"
"10127","      631  1  6"
"10128","      631  5  3"
"10129","      631  5  5"
"10130","      631  8  2"
"10131","      631 12  2"
"10132","      631 12  4"
"10133","      631 19  1"
"10134","      631 22  2"
"10135","      631 22  4"
"10136","      631 32  2"
"10137","      631 32  5"
